"","Hugo_Symbol","pcon_condensed","gc_condensed","pcon_unified","gc_unified"
"24","RP4-758J18.2",0.0457992001391731,0.164209238286508,0.0944558274074967,0.0956087422280021
"25","MRPL20",0.0423930984249601,0.124537498710595,0.0940437274025866,0.0600722703737944
"26","ANKRD65",0.081266008301883,0.431354751213136,0.130234622559963,0.291559663306661
"27","TMEM88B",0.00523912764938378,0.892970167249884,0.0549143057012942,0.627276885409099
"28","VWA1",0.0829276658195566,0.464997745839656,0.201400903668399,0.279807820445215
"29","ATAD3C",0.0769397017582,0.41121339888659,0.113893142024547,0.409933625754879
"30","ATAD3B",0.0479341723746339,0.221765935339459,0.0586751057161184,0.243432248028733
"31","ATAD3A",0.0375077494475565,0.143645891954868,0.0709654724321566,0.136361448191784
"32","TMEM240",0.0349247448591416,0.55105935874117,0.0710588571519299,0.495748547532362
"33","SSU72",0.0366438995599261,0.120447826914976,0.0761582562007154,0.0589711499504144
"34","MIB2",0.0424621914589555,0.253581159101971,0.060012385948475,0.261209486046358
"35","MMP23B",0.0562272283491091,0.531556135287919,0.0648363916460288,0.428477033779192
"36","CDK11B",0.0345236216479699,0.179204461230308,0.0755143557974763,0.140166854546775
"37","SLC35E2B",0.037755902356341,0.23787074718363,0.0763671834795191,0.179003205364446
"38","CDK11A",0.0395414131310991,0.209108013903741,0.0600988084859053,0.223567931632448
"39","SLC35E2",0.0361429649624811,0.272292076981632,0.0693124103475409,0.247836828976776
"40","NADK",0.029143425312497,0.240678704943925,0.0651622139571907,0.155327204525839
"41","GNB1",0.0301048574289077,0.223093667053726,0.0803335186169092,0.100771124506442
