"","Hugo_Symbol","PRAD_Median"
"9316","CDK20",212.78
"9317","FBXO5",81.14
"9318","ST18",5.475
"9319","NETO1",0.735
"9320","GPRASP2",367.425
"9321","GPR156",8.645
"9322","ANKRD31",3.14
"9323","ARHGEF5",391.08
"9324","TNFRSF1B",206.225
"9325","GPR27",173.86
"9326","SOD1",7485.11
"9327","LHX5",0
"9328","PLCH2",363.595
"9329","STON1",500.475
"9330","RPS6KL1",80.025
"9331","DNAJC18",173.26
"9332","UNC45A",1622.63
"9333","HPGDS",66.665
"9334","ZNF107",77.52
"9335","RP11-444E17.6",1.21
"9336","CHD9",327.63
"9337","NDFIP2",589.265
"9338","HIST1H2BN",26.195
"9339","TARSL2",218.79
"9340","SMDT1",4052.855
"9341","NDUFB3",1639.59
"9342","SLC4A4",573.04
"9343","EIF3K",7230.1
"9344","DBNDD2",1378.7
"9345","RPL26",60305.87
"9346","MTL5",113.96
"9347","ZNF630",76.71
"9348","RNF34",376.41
"9349","ADAMTS7",17.9
"9350","C8orf59",2303.175
"9351","SMU1",1127.35
"9352","DHX40",599.505
"9353","RNF25",620.67
"9354","PDE8A",273.37
"9355","PTCRA",3.535
"9356","FXR2",746.02
"9357","APPBP2",372.565
"9358","ZNF385A",777.745
"9359","MBD3",1229.485
"9360","SDK2",77.52
"9361","KRT86",9.13
"9362","TRAIP",48.01
"9363","FCHO1",23.59
"9364","ZMAT3",126.565
"9365","TIPARP",658.435
"9366","SYAP1",468.51
"9367","JAM2",255.965
"9368","TINAGL1",1412.525
"9369","BCAT1",16.7
"9370","UGT2B4",2.48
"9371","ATP6V0A1",1009.12
"9372","FKBP1A",5059.305
"9373","ABR",981.31
"9374","CYB561D2",819.315
"9375","STX11",26.96
"9376","TTC21B",246.28
"9377","RP11-514O12.4",6.95
"9378","MAGOH",1123.455
"9379","PTPRCAP",166.735
"9380","MEX3C",268.665
"9381","NBPF4",0
"9382","PEPD",1147.08
"9383","WASF3",211.31
"9384","ZFP28",105.525
"9385","ME3",274.325
"9386","GFRA2",27.64
"9387","LUZP1",203.365
"9388","RPSA",34636.2
"9389","CENPL",59.13
"9390","AC011551.3",5.97
"9391","NIPAL4",19.965
"9392","PACRG",75.73
"9393","PTN",2701.42
"9394","ZNF440",159.345
"9395","RNF39",131.975
"9396","B9D1",429.55
"9397","FAM86C1",119.265
"9398","AGAP10",56.315
"9399","RBM10",788.615
"9400","CER1",0
"9401","MPI",1291.03
"9402","EMG1",902.905
"9403","DUSP8",93.71
"9404","SCN8A",11.175
"9405","RP11-41O4.1",4.82
"9406","APOBEC3H",11.775
"9407","GSTM5",523.65
"9408","SRP14",12202.515
"9409","UNC13B",627.17
"9410","PODNL1",75.905
"9411","GFAP",10.63
"9412","OST4",9945.68
"9413","GOSR1",559.295
"9414","DFFB",77.545
"9415","CNTD2",27.85
"9416","SHROOM3",420.68
"9417","HLA-C",13402.405
"9418","SERPINA6",0.38
"9419","BIRC3",221.905
"9420","WDR6",2609.365
"9421","TFF2",0
"9422","PODXL",349.97
"9423","B4GALT6",107.405
"9424","ZNF341",81.71
"9425","FBXO24",26.47
"9426","ATP2A2",2468.555
"9427","PGF",242.105
"9428","SCAF11",794.105
"9429","HES2",66.65
"9430","LCE1C",0
"9431","HS1BP3",839.445
"9432","ATL1",256.805
"9433","TUBA8",38.27
"9434","CCR4",7.005
"9435","XPNPEP3",154.42
"9436","DENND1A",273.37
"9437","UBN2",87.98
"9438","CCDC73",0.895
"9439","PPDPF",15880.7
"9440","C1orf94",0.33
"9441","TIE1",210.575
"9442","IL1B",41.225
"9443","FRG1",857.105
"9444","IL4I1",25.355
"9445","EPB41L2",441.685
"9446","YES1",406.325
"9447","BTN1A1",0.455
"9448","KIF17",43.785
"9449","C12orf39",2.905
"9450","WBP1",3887.53
"9451","SNX9",863.325
"9452","ACOT13",544.005
"9453","KLK7",3.23
"9454","ZNF846",346.3
"9455","CD3D",112.01
"9456","CATSPER1",3.84
"9457","TBC1D10A",728.11
"9458","AL590560.1",0
"9459","ITGB3",85.565
"9460","SLC35E2B",585.1
"9461","CDKL4",1.605
"9462","CTC-487M23.8",31
"9463","SOGA3",10.045
"9464","PLEKHB2",1131.275
"9465","PGLYRP2",3.085
"9466","NKG7",127.005
"9467","KIFC3",346.3
"9468","DNAJC30",263.115
"9469","RHEB",2384.37
"9470","RRAGC",426.57
"9471","AL049840.1",14.035
"9472","WSB1",964.465
"9473","YIPF7",1.66
"9474","C16orf93",115.565
"9475","C4orf6",1.98
"9476","NKX6-1",0.39
"9477","FKBP4",3157.62
"9478","C3orf35",10.12
"9479","COA5",947.83
"9480","RAB39B",38.95
"9481","CHCHD3",848.22
"9482","BOLA1",740.97
"9483","ZNF775",403.51
"9484","TYROBP",1204.22
"9485","P2RY4",1.42
"9486","GNG5",3018.3
"9487","CTLA4",7.455
"9488","EPB41L4A-AS2",35.39
"9489","C17orf99",1.915
"9490","FAM210A",155.005
"9491","TBC1D8B",132.9
"9492","ZFAT",141.525
"9493","NAPSA",21.395
"9494","NADK",964.415
"9495","TANGO6",129.69
"9496","CR1L",2.205
"9497","MYL9",56583.745
"9498","NLGN2",349.94
"9499","DHX32",536.465
"9500","LZTS3",255
"9501","PPIAL4D",0
"9502","SHARPIN",1359.61
"9503","FGF19",0.24
"9504","C11orf63",92.05
"9505","FAM200A",167.315
"9506","AL359693.1",0
"9507","CHI3L2",68.815
"9508","TEN1",830.75
"9509","OLFM3",0.305
"9510","SEL1L3",476.725
"9511","FFAR2",35.25
"9512","STK11IP",267.755
"9513","GTPBP4",511
"9514","SPIC",0
"9515","SETD7",822.15
"9516","PUS7",124.37
"9517","ZFP3",79.73
"9518","GLG1",1373.805
"9519","EYA1",138.13
"9520","MAGED4",210.58
"9521","ZNF680",224.975
"9522","IL18R1",36.575
"9523","CNGB3",0
"9524","FPGS",1040.905
"9525","PECR",208.465
"9526","EFTUD1",231.33
"9527","CORO7-PAM16",2.39
"9528","BRAP",265.88
"9529","PEF1",1903.25
"9530","FOXP3",20.485
"9531","BAZ1B",656.37
"9532","NFIB",708.245
"9533","FAM110C",98.385
"9534","RRP1B",245.425
"9535","YOD1",56.28
"9536","CDCA8",21.875
"9537","CCDC109B",81.715
"9538","CMTM3",440.115
"9539","LPIN3",203.375
"9540","G6PC3",2426.085
"9541","SUPT16H",1123.455
"9542","CCL14",1897.79
"9543","PNMA5",0.48
"9544","EIF4H",5329.3
"9545","CTD-2207O23.3",0.62
"9546","SGK1",1775.815
"9547","LGALS3",6840.04
"9548","SMAP1",532.755
"9549","TAS2R20",6.335
"9550","G0S2",456
"9551","AL590822.2",22.925
"9552","ID2",2997.735
"9553","CST11",0
"9554","VN1R1",17.51
"9555","LIMK1",289.02
"9556","FOXP4",796.86
"9557","AC069547.1",34.02
"9558","SPSB2",181.915
"9559","ODF3L1",9.525
"9560","COL1A2",3847.375
"9561","PDHX",519.955
"9562","PPTC7",191.675
"9563","RP11-603J24.9",0
"9564","NEDD9",791.37
"9565","SEC24D",620.67
"9566","CTD-2162K18.4",3.14
"9567","TSPAN31",1503.435
"9568","SERINC3",1605.83
"9569","ECHDC2",3350.415
"9570","RHOV",206.22
"9571","KIF24",13.075
"9572","OBSCN",181.915
"9573","CHAF1A",216.02
"9574","CDC37",3564.86
"9575","STIL",23.42
"9576","PRG2",0
"9577","PTPLAD1",1123.455
"9578","MLTK",629.41
"9579","TBC1D16",406.325
"9580","IL12B",0.565
"9581","BANF1",5129.945
"9582","RGS4",59.135
"9583","MRPL20",4343.81
"9584","PADI3",10.16
"9585","NFATC2IP",347.55
"9586","SLC9A7",120.965
"9587","FMN2",37.06
"9588","VDAC1",3060.525
"9589","CCDC94",549.685
"9590","GABRA5",3.58
"9591","ABCF2",530.9
"9592","PYROXD2",287.025
"9593","MRGPRE",4.66
"9594","FAM26E",11.54
"9595","AC003002.6",11.91
"9596","AKAP8L",1127.46
"9597","USP28",299.25
"9598","BVES",97.7
"9599","NAP1L2",204.08
"9600","PIGW",99.78
"9601","PTPN5",8
"9602","TXNDC11",1611.415
"9603","AQP2",4.425
"9604","PDSS1",102.615
"9605","SF3B1",3564.86
"9606","C10orf25",26.28
"9607","BRK1",5517.4
"9608","ZNF3",452.515
"9609","RHAG",2.915
"9610","IDNK",310.96
"9611","PSMA4",3314.495
"9612","ZC3H6",75.11
"9613","NDUFA13",8306.155
"9614","NECAB1",72.52
"9615","FGF17",7.26
"9616","MFSD11",498.755
"9617","ANKRD54",503.95
"9618","EXOSC1",857.105
"9619","BEND3",29.805
"9620","NUP155",175.07
"9621","ZNF423",122.645
"9622","YWHAG",1331.57
"9623","AGK",333.315
"9624","GLIPR1",280.155
"9625","ELF2",593.28
"9626","C16orf74",236.3
"9627","TGIF2",228.925
"9628","ZNF671",150.7
"9629","PGS1",431.035
"9630","NDRG1",15233.015
"9631","KIAA1462",283.06
"9632","DDX27",700.845
"9633","UBE2A",1008.9
"9634","AC023590.1",0
"9635","CYP2C9",0
"9636","HIATL1",624.99
"9637","RARA",635.94
"9638","HAUS3",166.175
"9639","MAB21L2",2.58
"9640","PHIP",193.01
"9641","TGM7",3.52
"9642","SLC35F2",662.985
"9643","FGF18",14.405
"9644","FBXO15",26.49
"9645","PVRIG",26.015
"9646","LYPD6",38.26
"9647","FITM1",25.82
"9648","UBE2Q1",1085.155
"9649","KIAA0100",854.13
"9650","GPR123",0.625
"9651","ZNF333",180.02
"9652","TRIM22",1062.85
"9653","TUSC5",0.48
"9654","PRR7",25.545
"9655","FOXP2",45.05
"9656","SHQ1",194.36
"9657","APOO",527.225
"9658","ZNF594",84.335
"9659","ASIP",12.655
"9660","DEFA4",0
"9661","AL355490.1",0
"9662","GOLGA3",434.165
"9663","CRADD",471.775
"9664","HSPB1",25092.195
"9665","NUGGC",1.745
"9666","NPFF",25.635
"9667","TFF3",1467.37
"9668","SEMA4D",367.37
"9669","RIC8B",172.65
"9670","UPK3A",1115.74
"9671","PDXDC1",2156.295
"9672","NBPF8",1.395
"9673","SLC22A11",1.21
"9674","B4GALT5",488.445
"9675","ARIH1",579.04
"9676","PNPLA1",1.345
"9677","PAM",2104.78
"9678","PPEF2",0.55
"9679","ESAM",412.09
"9680","SRBD1",213.525
"9681","CS",1857.645
"9682","MILR1",24.565
"9683","EDAR",13.18
"9684","NDUFB11",2485.73
"9685","CTD-3148I10.9",0
"9686","ENY2",2011.825
"9687","MCM3",700.845
"9688","SOGA1",268.665
"9689","CNOT11",581.135
"9690","ARPC4",3794.395
"9691","SPAG1",85.22
"9692","HOOK1",166.16
"9693","USE1",881.23
"9694","ARHGEF40",372.515
"9695","STPG1",209.84
"9696","SPINK9",1.44
"9697","KHNYN",523.605
"9698","THRB",206.94
"9699","IFI44L",86.125
"9700","CCDC141",8.445
"9701","IER5",296.23
"9702","SPAG4",105.52
"9703","SERAC1",120.95
"9704","POLR2B",961.095
"9705","CACNG8",0.43
"9706","MS4A1",14.515
"9707","ARL5B",110.825
"9708","WNT10B",7.225
"9709","CHCHD4",380.375
"9710","AC093677.1",4.39
"9711","RMDN2",180.025
"9712","GAS1",329.85
"9713","CLOCK",180.025
"9714","DLX3",18.635
"9715","ARL1",2061.24
"9716","SCYL1",1883.54
"9717","NT5DC1",830.765
"9718","IFLTD1",0.985
"9719","CENPJ",87.34
"9720","EIF5A",7939.47
"9721","ABHD8",316.37
"9722","ZNF268",206.94
"9723","H2AFV",2710.75
"9724","RALGAPA2",303.44
"9725","SLC16A1",345.11
"9726","MARVELD2",219.59
"9727","FOXJ1",7.485
"9728","TMA7",8022.41
"9729","ARHGAP17",642.59
"9730","TRIP13",21.705
"9731","ZFP69",63.005
"9732","LTBP2",377.78
"9733","SLC18A2",280.25
"9734","DENND4C",407.73
"9735","TOP3B",215.77
"9736","C16orf45",780.465
"9737","TMEM258",5147.85
"9738","SLC10A3",631.57
"9739","CRTC1",238.69
"9740","PSMF1",2520.445
"9741","MESP1",1225.48
"9742","UGT1A6",28.45
"9743","GCC2",525.445
"9744","NCLN",743.43
"9745","C5orf56",208.39
"9746","ACVR1B",497
"9747","SLC17A8",0.27
"9748","SDHD",5.235
"9749","HNF1A",9.705
"9750","FNDC3B",395.18
"9751","NEK4",224.995
"9752","POLR2E",3201.56
"9753","CA13",53.38
"9754","RAB3IP",483.38
"9755","SEC63",1216.75
"9756","PATL2",18.905
"9757","PDK2",1268.95
"9758","ADCY7",50.3
"9759","ZNF778",69.28
"9760","SLC52A1",32.705
"9761","ZNF800",234.575
"9762","KHDC1",94.705
"9763","RAD18",116.785
"9764","ZKSCAN2",43.17
"9765","C16orf86",95.715
"9766","SAP130",271.485
"9767","PLA2G4F",426.82
"9768","PSMC2",1617
"9769","PAIP1",1594.77
"9770","MVD",851.3
"9771","ABI3BP",172.07
"9772","TRIM50",1.205
"9773","TBC1D13",536.45
"9774","CD163",117.19
"9775","LTN1",213.525
"9776","SLURP1",1.795
"9777","SLC25A38",825
"9778","MYEOV",7.975
"9779","SOGA2",68.8
"9780","CCDC170",8.99
"9781","RPN2",5832.05
"9782","RAB8A",906.03
"9783","ANXA8L2",105.89
"9784","KCNQ5",27.15
"9785","DTX3L",368.65
"9786","PCSK5",44.105
"9787","CRHBP",41.03
"9788","ADORA1",6.365
"9789","FBXO2",349.94
"9790","AL139147.1",0
"9791","TAC4",1.74
"9792","ARPC3",5751.61
"9793","GALNT15",23.85
"9794","NBPF20",32.825
"9795","AKT3",540.19
"9796","REG4",43.17
"9797","SRF",1204.16
"9798","JMJD4",410.575
"9799","CIB1",4254.81
"9800","PPP2R2D",679.35
"9801","LIPH",191.005
"9802","CPT1C",83.745
"9803","ADAMTS14",2.905
"9804","AQP10",5.19
"9805","PSMA5",1950.05
"9806","C2ORF15",47.335
"9807","OPA3",142.015
"9808","SPATA7",192.435
"9809","TAGLN3",7.085
"9810","AOX1",603.67
"9811","LRPPRC",725.595
"9812","DYRK4",1143.13
"9813","TLN1",3888.645
"9814","XK",31.9
"9815","PTK6",40.785
"9816","PPAPDC1A",33.54
"9817","FCRL2",1.97
"9818","TRIM61",11.385
"9819","WISP2",237.865
"9820","NR2C2",157.135
"9821","ATXN1L",225.865
"9822","DMRT1",0
"9823","PAPSS2",109.665
"9824","MYPN",0.36
"9825","ATP6C",0
"9826","CASK",283.05
"9827","DEGS1",2148.82
"9828","SYP",39.79
"9829","FEZ1",412
"9830","CASP2",209.845
"9831","EFNB3",84.63
"9832","WWC2",167.9
"9833","DKFZP667F0711",3.41
"9834","WSCD2",91.41
"9835","PARL",1308.69
"9836","SGSM1",43.17
"9837","IGF1R",468.53
"9838","CYP24A1",44.275
"9839","IL17RC",1628.295
"9840","KLRG2",7.69
"9841","RP1-130H16.18",32.36
"9842","CWC22",308.76
"9843","ZNF816",325.295
"9844","MAGIX",202.675
"9845","PSMC3",2875.3
"9846","ZNF219",563.18
"9847","ATP5J2-PTCD1",80.87
"9848","RAB12",546.12
"9849","KCNB2",1.205
"9850","ZFP62",455.67
"9851","SPATA24",132.9
"9852","ENAM",0.335
"9853","ZRSR2",304.495
"9854","ADAM22",119.27
"9855","C8orf47",89.025
"9856","KIAA0930",948.03
"9857","CD164",3982.99
"9858","GNAI1",383.01
"9859","PDZD9",3.29
"9860","RAE1",507.46
"9861","TMPRSS7",1.265
"9862","FAM181B",27.95
"9863","NCS1",603.68
"9864","FAM200B",1229.485
"9865","GCNT4",26.475
"9866","AL031663.2",17.9
"9867","CHRNB4",0.93
"9868","TIMM21",473.41
"9869","HOXB4",13.225
"9870","PLIN5",156.605
"9871","MEIS1",498.73
"9872","SMUG1",909.17
"9873","C1orf123",1467.37
"9874","JAG1",624.99
"9875","NFKB2",529.105
"9876","ERCC2",438.59
"9877","GTSF1",6.42
"9878","SLC38A1",607.89
"9879","BAG5",396.555
"9880","TYW1",315.285
"9881","DNAH17",7.785
"9882","RGS5",1383.765
"9883","RTDR1",17.065
"9884","VAMP5",1656.745
"9885","NUDT14",934.785
"9886","PHLDA2",518.195
"9887","KLRD1",23.255
"9888","FAM19A3",6.835
"9889","SMOC1",614.24
"9890","C11orf16",0.375
"9891","IDE",409.155
"9892","HIC1",139.07
"9893","RORA",127.905
"9894","CSNK1A1",2835.7
"9895","MRPL50",260.38
"9896","SPOP",1697.81
"9897","RP11-468E2.4",9.74
"9898","COLCA1",493.56
"9899","HOXA3",121.8
"9900","CBX2",17.575
"9901","LAMC2",193.01
"9902","RP11-644F5.10",26.67
"9903","CYB561",2997.735
"9904","CXCL1",197.13
"9905","PTPLB",700.945
"9906","LPA",5.045
"9907","PLXNA4",12.41
"9908","FHL3",397.97
"9909","CSPG5",21.94
"9910","ABCB7",283.05
"9911","SOCS6",211.31
"9912","MT4",0
"9913","HARS2",500.46
"9914","STUB1",3407.705
"9915","DPYS",137.62
"9916","IDO1",59.18
"9917","ARHGAP5",660.75
"9918","SRP54",1019.465
"9919","NSF",514.61
"9920","PDIA2",7.255
"9921","JAZF1",472.59
"9922","USP38",189.705
"9923","AL133318.1",0
"9924","HMG20B",3147.73
"9925","SLC10A4",1.93
"9926","IRGQ",231.32
"9927","LGALS8",698.43
"9928","ZDHHC2",355.08
"9929","KCTD1",681.685
"9930","HMX3",0
"9931","CXADR",511.01
"9932","PROX2",3.365
"9933","LYNX1",353.59
"9934","TNFSF12",1295.415
"9935","CRYBA2",26.005
"9936","CRYBA1",0
"9937","PLCH1",11.43
"9938","CAPZA2",2163.98
"9939","ZFYVE19",667.635
"9940","C1orf105",0
"9941","CCDC149",375.11
"9942","PPM1G",1417.385
"9943","C19orf57",45.05
"9944","IP6K1",542.075
"9945","PTGES3",4543.8
"9946","TFPT",988.215
"9947","ALDH7A1",2494.435
"9948","C21orf2",713.11
"9949","WDR26",746.02
"9950","AP001816.1",1345.51
"9951","POMGNT2",441.655
"9952","CLEC3A",15.235
"9953","EME2",104.055
"9954","COX5A",4481.335
"9955","LMTK3",66.885
"9956","PDLIM4",1350.305
"9957","IMPG2",0.98
"9958","AURKC",22.51
"9959","GJB2",28.555
"9960","ANKRD42",204.815
"9961","CCDC23",764.36
"9962","CPSF2",435.56
"9963","NUDT11",222.635
"9964","PRR5L",52.635
"9965","RNF220",1477.58
"9966","ATRX",352.365
"9967","FLNC",1685.71
"9968","DNAJB14",313.1
"9969","SLC14A2",4.01
"9970","FAM150B",28.855
"9971","CERS2",2936.375
"9972","SLC35C1",320.8
"9973","UHRF2",599.49
"9974","PPIP5K1",289.025
"9975","ABHD14A",769.69
"9976","PMM1",1044.52
"9977","ABCA8",123.07
"9978","HIBCH",625.01
"9979","IGIP",291.06
"9980","MX2",79.015
"9981","SRPK1",280.125
"9982","C5orf48",0
"9983","SLC52A3",334.46
"9984","SMC1A",454.095
"9985","LTA",4.7
"9986","CLMP",94.47
"9987","FLRT2",98.73
"9988","RGL2",1709.915
"9989","PPBP",1.6
"9990","PLAC8L1",3.49
"9991","LZTR1",633.79
"9992","HCFC1R1",2359.825
"9993","AC106873.4",0
"9994","KIAA0947",208.38
"9995","NPEPL1",514.56
"9996","HOXD10",228.13
"9997","BRINP2",1.805
"9998","MED17",540.19
"9999","RTKN2",23.59
"10000","KIAA0101",66.65
"10001","CNFN",305.55
"10002","IQCF5",0
"10003","WNT1",0.405
"10004","BRSK2",17.705
"10005","GPR107",674.605
"10006","WDR13",2148.87
"10007","MYOZ3",37.72
"10008","C5orf30",115.97
"10009","SNX11",358.54
"10010","FOXD4L2",0.78
"10011","MECP2",627.17
"10012","TBCK",309.86
"10013","SEPW1",11997.4
"10014","TBCCD1",158.79
"10015","AC119673.1",651.58
"10016","PDLIM1",3114.135
"10017","YTHDC1",1088.945
"10018","GOLGA8S",6.49
"10019","ZBTB42",285.09
"10020","TCP10L",28.96
"10021","SLCO4C1",1.59
"10022","SYBU",290.04
"10023","PTGES",275.28
"10024","CHST1",19.25
"10025","SETD5",751.255
"10026","MYH13",0
"10027","KCNAB3",22.265
"10028","CDK5RAP2",660.68
"10029","SFXN1",431.035
"10030","IMMP2L",581.055
"10031","DENND1C",342.7
"10032","ZNF404",96.37
"10033","ARHGAP22",86.43
"10034","SMARCB1",1561.925
"10035","PINK1",1775.73
"10036","ECSIT",1229.485
"10037","GNL1",1364.305
"10038","TRPM7",254.19
"10039","AQP8",1.355
"10040","MLST8",1051.815
"10041","CLPTM1",2303.175
"10042","EIF2A",1838.385
"10043","PAX5",2.86
"10044","ZNF213",264.035
"10045","FAM19A2",54.14
"10046","U2AF2",2564.47
"10047","IL17RB",101.2
"10048","TNFSF14",8.92
"10049","RNF187",5165.635
"10050","GRAMD1A",1195.835
"10051","GK",80.86
"10052","MAPK11",218.79
"10053","DENND2A",123.94
"10054","SORCS3",0.84
"10055","TCEANC",56.085
"10056","NHSL2",28.265
"10057","NEGR1",107.005
"10058","TPGS2",1088.92
"10059","QKI",480.045
"10060","CCNH",813.65
"10061","ALG9",540.245
"10062","CABIN1",693.595
"10063","PLEKHM1",377.725
"10064","RIT1",406.325
"10065","ZNF227",289.05
"10066","B3GAT1",86.445
"10067","HMGCS1",839.485
"10068","PAPSS1",1100.475
"10069","SCFD1",1191.69
"10070","ATP1A3",3.76
"10071","MCF2",19.36
"10072","FOLR2",130.15
"10073","GOLPH3L",635.94
"10074","CEP57",497.01
"10075","PLAC9",388.37
"10076","MTBP",27.245
"10077","MAN1A1",248.005
"10078","TP53BP2",283.05
"10079","PLEKHD1",1.095
"10080","GLT8D1",1472.475
"10081","PRELP",1251.015
"10082","GABRA4",0
"10083","KIF27",75.11
"10084","PVRL4",281.095
"10085","PCYT2",854.15
"10086","LPCAT4",423.655
"10087","RALY",2966.455
"10088","LARP6",700.845
"10089","IL6",65.96
"10090","LGALS7B",73.545
"10091","SLC35E1",995.025
"10092","AL591479.1",96.685
"10093","SLC34A3",1.95
"10094","EMR3",3.805
"10095","NLK",222.635
"10096","B3GALTL",82
"10097","ATG10",152.28
"10098","C9orf172",16.39
"10099","ZNF629",135.245
"10100","NQO1",860.1
"10101","ENO1",10225.57
"10102","IGSF8",906.03
"10103","ORAI1",207.66
"10104","REG3A",0
"10105","MAST1",11.775
"10106","ZNF8",35.275
"10107","GLUD2",32.71
"10108","MAP6",380.375
"10109","C10orf32-ASMT",0
"10110","ZC3H7B",845.29
"10111","C12orf45",226.55
"10112","AC008132.13",0.865
"10113","HDLBP",9607.095
"10114","SUMO2",5517.27
"10115","IRAK2",68.07
"10116","ITIH3",16.815
"10117","PCDHA10",8.285
"10118","ANKRD27",400.71
"10119","IHH",76.545
"10120","SPIRE1",249.73
"10121","RP11-724O16.1",2.835
"10122","SC5D",2468.555
"10123","SRMS",7.64
"10124","CAMK2N1",825.495
"10125","LATS2",197.13
"10126","PLA2G6",577.115
"10127","RBFA",400.715
"10128","S100A7A",0
"10129","GNPTG",2025.825
"10130","TMOD2",73.8
"10131","CHAC1",57.485
"10132","RWDD3",470.145
"10133","AC061992.1",0
"10134","HGSNAT",899.805
"10135","ERCC8",109.665
"10136","ARID1A",618.55
"10137","NKAPL",26.385
"10138","PLCG1",764.36
"10139","ZBTB3",102.66
"10140","RRP9",403.5
"10141","TENM4",9.235
"10142","PHYHIPL",102.625
"10143","C7orf55-LUC7L2",1199.98
"10144","SLC16A8",30.565
"10145","MAEL",17.445
"10146","KB-1980E6.3",0
"10147","RAB24",857.105
"10148","ZNF770",236.215
"10149","RP11-683L23.1",11.09
"10150","INPP5D",318.695
"10151","PRR26",23.015
"10152","SEPT12",2.52
"10153","MAN2A1",301.345
"10154","P2RX5",19.465
"10155","KCMF1",794.145
"10156","TMEM231",254.13
"10157","PGBD1",59.13
"10158","LRRD1",0.715
"10159","SLC25A42",296.14
"10160","PNRC1",2511.675
"10161","VPS9D1",254.115
"10162","ENDOD1",1135.225
"10163","PIGG",730.65
"10164","MMP2",2004.9
"10165","NCR3LG1",7.875
"10166","KLF1",0.39
"10167","AKR1C1",189.69
"10168","DNAJC21",743.45
"10169","FAM173A",523.575
"10170","MAGEF1",1100.315
"10171","ABHD14B",2141.495
"10172","SULT1A2",9.705
"10173","SMIM14",1457.26
"10174","NRG4",310.93
"10175","EDN3",79.5
"10176","RP11-96O20.4",0
"10177","ANO2",16.815
"10178","PURG",7.94
"10179","SUPT6H",887.405
"10180","NEU3",118.43
"10181","C14orf178",0
"10182","ZRANB1",351.14
"10183","GATAD2B",174.46
"10184","RNF157",48.35
"10185","CIR1",802.41
"10186","NMNAT2",7.755
"10187","NCMAP",51.365
"10188","ATN1",2279.3
"10189","TMED4",2401.02
"10190","EPHB3",300.29
"10191","RCSD1",88.265
"10192","N6AMT1",148.1
"10193","PML",794.105
"10194","CCDC116",5.32
"10195","TSC22D3",8340.25
"10196","CCDC50",633.73
"10197","ZSCAN18",1794.29
"10198","TRHDE",21.785
"10199","MYPOP",135.245
"10200","ZFP36L2",2547.12
"10201","GOLT1A",175.11
"10202","PALM",620.67
"10203","C11orf74",425.11
"10204","GINS2",58.505
"10205","CCDC135",1.74
"10206","C10orf137",299.25
"10207","DEFB124",2.955
"10208","TMEM8A",1290.72
"10209","SELENBP1",2248.23
"10210","SENP8",78.065
"10211","HTR1D",4.54
"10212","VPS54",519.955
"10213","MANEAL",166.735
"10214","CLCA2",43.17
"10215","AQP11",101.455
"10216","OPRK1",24.9
"10217","PGAM4",4.405
"10218","C7orf61",9.78
"10219","TSPAN15",1308.69
"10220","ZNF112",75.91
"10221","ESPL1",7.255
"10222","OTX1",18.53
"10223","GRAPL",6.92
"10224","ADTRP",17.01
"10225","STK19",589.175
"10226","DOC2A",23.775
"10227","CCDC115",1151.06
"10228","DNAAF2",124.37
"10229","MED24",1037.29
"10230","LHX9",0
"10231","PGBD3",49.735
"10232","TBL1XR1",827.875
"10233","UGT1A7",0
"10234","ERCC6",84.055
"10235","PTPRQ",9.705
"10236","IQCA1",51.71
"10237","NEK8",127.445
"10238","MMACHC",73.545
"10239","CDC40",295.11
"10240","IMPG1",2.305
"10241","AL136115.1",3.56
"10242","SLC25A30",349.925
"10243","PIK3AP1",72.79
"10244","MGAT3",19.63
"10245","SPATS2",342.715
"10246","TRMT12",221.09
"10247","RPA3",473.425
"10248","CHSY1",475.06
"10249","ZWINT",118.015
"10250","FABP9",0
"10251","NDUFS6",1605.83
"10252","ZNF578",28.355
"10253","RPH3AL",201.33
"10254","RAPGEF4",84.63
"10255","CR2",1.82
"10256","DTL",15.745
"10257","STK40",713.13
"10258","NUP98",928.3
"10259","TFB1M",210.575
"10260","TDRD1",1.84
"10261","ORMDL2",1513.9
"10262","SIRT1",269.6
"10263","CHD1",336.79
"10264","HDX",43.785
"10265","WNT6",35
"10266","MRO",9.02
"10267","DYRK1A",607.93
"10268","FBXO43",2.85
"10269","FTSJ1",662.985
"10270","RFX2",129.695
"10271","KDM3B",700.845
"10272","IFITM5",0
"10273","ACBD3",605.77
"10274","ZNF785",172.65
"10275","S100A4",3670.805
"10276","RASGEF1A",29.7
"10277","SLC15A2",918.735
"10278","FAM89B",1242.455
"10279","ACER1",33.785
"10280","HMGN1",4109.445
"10281","SEC22A",301.345
"10282","LSM12",681.655
"10283","FAM168B",1147.135
"10284","NOSIP",1447.15
"10285","CENPT",597.415
"10286","KCNJ13",2.5
"10287","CEBPA",15.475
"10288","ACVR2A",202.66
"10289","SCGB3A1",811.205
"10290","SIGLEC14",13.37
"10291","CTD-2510F5.6",48.58
"10292","KISS1R",0
"10293","SDR9C7",2.305
"10294","IBTK",422.145
"10295","ELL",200.55
"10296","C20orf141",0
"10297","WNK2",863.075
"10298","CTD-2228K2.5",443.18
"10299","CDCP1",244.57
"10300","C7orf57",0.72
"10301","GRASP",389.76
"10302","GAREM",92.405
"10303","SNX5",1417.35
"10304","FXYD4",5.525
"10305","ISPD",27.445
"10306","LPAR6",851.175
