"Hugo_Symbol","bladder","breast","cervix","colon","kidney","liver","lung","prostate","salivary","stomach","thyroid","uterus","max_easophagus"
"PDGFD",470.14,728.11,728.11,107.38,181.94,39.22,64.8,228.925,51.71,184.465,315.27,199.215,164.435
"UTP14C",173.85,299.25,194.36,209.84,343.965,148.09,242.88,287.01,167.9,199.85,276.24,230.52,194.36
"TPRA1",713.11,638.15,1151.06,629.35,688.78,665.29,808,822.15,638.15,595.34,830.75,1119.56,769.69
"ZNF30",37.32,82.87,53.57,46.5,44.89,34.26,53.19,73.035,32.36,39.5,54.33,73.03,61.465
"MTHFD2L",152.28,251.48,161.02,189.02,277.23,423.61,195.72,342.7,146.03,171.45,334.46,189.77,271.48
"HAPLN3",115.97,395.18,262.2,92.7,38,12.83,187.71,90.455,267.73,97.705,108.14,257.675,194.36
"DDX60",201.25,312,226.54,329.84,264.13,148.09,379.04,204.07,194.36,267.73,215.77,258.6,164.42
"HEATR4",3.86,16.75,5.11,12.18,8.32,18.43,8.85,10.275,4.5,7.91,13.22,11.085,15.34
"SUSD1",175.07,154.42,131.51,135.24,534.625,53.19,327.56,156.045,94.01,153.35,92.05,75.905,100.83
"GSTM4",1870.53,866.07,921.88,1617,1503.51,928.3,532.74,1008.9,780.44,1645.375,1295.13,863.115,1272.875
"FAM124B",21.47,56.68,14.45,15.11,18.32,13.12,63,8.885,13.83,16.88,19.39,41.37,30.34
"COPZ2",921.88,1183.45,921.88,802.41,651.59,1143.1,642.59,957.795,603.67,292.055,1233.75,967.785,1775.73
"RP11-5A19.5",19.11,24.11,46.5,29.06,7.6,18.43,21.78,53.95,11.47,37.72,63,26.48,144.515
"SCARB2",2240.11,2573.36,2287.2,1819.35,2061.295,1857.6,2434.5,2777.33,1378.57,1467.37,1745.2,1697.485,1628.26
"COMMD5",518.15,460.44,764.36,547.75,516.355,435.55,665.29,599.49,575.03,460.44,607.87,667.605,457.25
"CD28",25.17,34.26,12.83,19.82,10.715,12.45,38.95,15.74,14.24,23.59,10.71,8.255,9.34
"WDR33",503.95,651.58,507.46,457.25,481.73,412,466.88,500.46,450.94,447.82,612.11,509.23,563.18
"IL23A",41.81,14.67,48.87,9.13,15.115,14.67,14.14,14.615,42.41,14.24,16.27,15.51,26.1
"USP43",25.91,53.19,48.18,39.22,70.535,47.84,68.55,197.78,108.9,55.89,46.84,27.945,169.07
"CCR5",34.51,57.89,55.1,35.5,19.13,27.05,118.43,27.25,45.21,33.66,29.59,33.92,19.68
"ODF3L2",1.5,3.86,2.56,4.66,3,4.9,7.11,2.645,1.2,2.645,3.89,3.125,4.33
"NECAB3",476.71,395.18,633.73,612.11,387.26,348.71,819.3,1225.25,307.69,759.08,827.875,319.685,991.56
"TAMM41",297.17,327.56,293.07,218.79,189.705,142.01,193.01,232.13,241.19,196.405,262.2,282.07,301.33
"TNPO1",532.74,759.08,343.89,480.04,743.595,204.07,441.64,605.77,551.56,629.35,725.595,389.72,571.05
"CHD7",92.05,143.01,69.03,163.28,100.84,67.12,118.43,98.04,154.42,173.25,174.46,87.03,229.72
"UBE2S",934.76,343.89,842.36,764.36,392.44,262.2,490.14,593.28,764.36,805.205,507.46,667.8,1199.98
"RP11-178L8.4",17.64,8.85,13.83,21.01,10.12,45.21,9.48,16.39,21.94,17.77,14.725,15.11,28.04
"HFE2",0.59,0.56,0,0.77,2.235,5791.62,0.69,1.405,17.25,0.63,0.84,1.92,1.88
"AREG",947.83,612.11,44.57,316.37,45.535,28.04,1322.37,75.64,785.88,362.3,31.225,17.315,769.69
"SHPRH",70.51,165.57,71,69.03,104.785,28.65,69.03,92.055,70.01,75.905,143.01,85.55,120.94
"ASB6",237.86,277.2,339.14,267.73,379.265,115.97,260.38,274.325,299.25,293.07,251.48,283.05,358.54
"SAP30",420.68,204.07,289.02,341.51,108.9,95.34,211.31,275.285,187.71,371.22,318.57,309.83,614.24
"TCF7L2",299.25,791.35,332.14,679.29,295.37,275.28,432.53,337.965,253.23,532.74,392.44,542.075,444.72
"TBC1D3B",5.68,4.78,8.13,4.9,1.22,2.76,4.9,4.37,1.93,5.635,5.41,5.025,21.63
"GJD3",1.53,0.41,2.46,3.29,0.86,0.95,2.23,2.955,1.75,25.355,5.43,2.28,13.72
"IMPA2",2976.74,633.73,995,1883.54,6251.16,1151.06,1457.23,743.43,2468.49,1991,1151.06,569.075,4328.55
"RASEF",77.79,195.72,28.86,59.97,99.43,13.72,173.85,270.54,175.07,214.27,425.09,15.165,237.86
"USP33",493.56,1037.29,759.08,607.87,723.235,341.51,669.92,738.31,463.65,525.39,728.11,629.36,735.74
"ACTG1",64186.29,50011.46,47642.77,55877.28,51603.765,23986.58,57847.82,41189.805,82951.62,66680.95,52497.92,64187.83,76861.91
"DLGAP5",19.68,14.03,6.67,27.64,4.68,3.32,11.64,5.215,65.26,22.51,4.425,5.73,116.78
"TNFRSF13C",9.34,10.08,8.78,10.31,2.31,2.76,7.88,4.64,16.63,27.055,3.32,4.185,26.47
"ITM2A",796.86,3212.66,1242.34,607.87,825,75.64,1457.23,514.575,825,738.31,2032.85,1896.65,1143.1
"FGFR3",669.92,40.93,76.71,130.6,473.46,470.14,346.29,221.865,684.02,247.15,35.5,62.565,3589.58
"LRRC8B",64.8,154.42,55.89,68.55,105.575,35,123.5,96.345,108.9,89.51,80.57,44.095,111.21
"GALNT13",21.47,18.7,9.7,8.13,4.51,0.66,47.5,18.7,13.22,5.565,1.22,20.345,9.63
"GRIN3B",0.34,0.46,9.48,1.31,3.01,0.48,13.72,0.925,2.81,1.44,2.755,3.245,4.46
"SPRYD4",262.2,258.57,262.2,265.87,491.85,1769.57,181.28,347.5,325.29,239.52,316.37,249.73,289.02
"RP11-1055B8.6",14.67,18.43,6.46,18.43,19.76,4.74,18.56,14.295,11.91,55.1,31.67,17.9,78.89
"PANK3",242.88,400.71,155.5,366.09,281.09,327.56,237.86,237.865,312,282.07,255,173.25,353.59
"RP11-343C2.11",31.9,39.22,17.13,19.11,9.695,0,32.13,29.485,8.71,9.85,76.71,59.97,81.715
"BLK",12.55,6.26,7.06,19.68,5.905,21.32,21.32,5.57,6.46,39.36,19.11,3.84,37.59
"LIN37",291.04,255,473.41,301.33,185.15,208.38,267.73,253.23,214.27,251.48,336.79,511.01,457.25
"GPR25",0.89,1.6,0,1.64,0,0,6.21,1.225,3.69,26.47,1.77,0,8.25
